Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"3-4-5-5-5-6-7-7","三同","五連順","小葫蘆","中庸之道",42.00,2572.50,61.25
"3-4-5-5-5-6-7-8","三同","六連順","平胡","無",43.00,3870.00,90.00
"3-4-5-5-5-6-8-8","三同","四連順","小葫蘆","無",44.00,962.50,21.88
"3-4-5-5-5-7-7-7","三同","三連順","順碰交響曲","中庸之道",43.00,1720.00,40.00
"3-4-5-5-5-7-7-8","三同","三連順","小葫蘆","無",44.00,770.00,17.50
"3-4-5-5-5-7-8-8","三同","三連順","小葫蘆","無",45.00,787.50,17.50
"3-4-5-5-5-8-8-8","三同","三連順","順碰交響曲","無",46.00,920.00,20.00
"3-4-5-5-6-6-6-6","四同","四連順","順碰交響曲","中庸之道",41.00,3690.00,90.00
"3-4-5-5-6-6-6-7","三同","三龍會","平胡","中庸之道",42.00,15120.00,360.00
"3-4-5-5-6-6-6-8","三同","四連順","順碰交響曲","無",43.00,1075.00,25.00
"3-4-5-5-6-6-7-7","對子","三龍會","三對子","中庸之道",43.00,4644.00,108.00
"3-4-5-5-6-6-7-8","對子","三龍會","雙對子","無",44.00,1584.00,36.00
"3-4-5-5-6-6-8-8","對子","四連順","三對子","無",45.00,506.25,11.25
"3-4-5-5-6-7-7-7","三同","五連順","平胡","中庸之道",44.00,4620.00,105.00
"3-4-5-5-6-7-7-8","對子","三龍會","雙對子","無",45.00,1620.00,36.00
"3-4-5-5-6-7-8-8","對子","六連順","平胡","無",46.00,2484.00,54.00
"3-4-5-5-6-8-8-8","三同","四連順","順碰交響曲","無",47.00,1175.00,25.00
"3-4-5-5-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",45.00,3240.00,72.00
"3-4-5-5-7-7-7-8","三同","三連順","順碰交響曲","無",46.00,920.00,20.00
"3-4-5-5-7-7-8-8","對子","三連順","三對子","無",47.00,423.00,9.00
"3-4-5-5-7-8-8-8","三同","三連順","順碰交響曲","無",48.00,960.00,20.00
"3-4-5-5-8-8-8-8","四同","三連順","順碰交響曲","無",49.00,1764.00,36.00
"3-4-5-6-6-6-6-6","五同","四連順","順碰交響曲","中庸之道",42.00,5040.00,120.00
"3-4-5-6-6-6-6-7","四同","五連順","順碰交響曲","中庸之道",43.00,5418.00,126.00
"3-4-5-6-6-6-6-8","四同","四連順","順碰交響曲","無",44.00,1980.00,45.00
"3-4-5-6-6-6-7-7","三同","三龍會","順碰交響曲","中庸之道",44.00,10560.00,240.00
"3-4-5-6-6-6-7-8","三同","六連順","平胡","無",45.00,4050.00,90.00
"3-4-5-6-6-6-8-8","三同","四連順","順碰交響曲","無",46.00,1150.00,25.00
"3-4-5-6-6-7-7-7","三同","五連順","順碰交響曲","中庸之道",45.00,3150.00,70.00
"3-4-5-6-6-7-7-8","對子","三龍會","雙對子","無",46.00,1656.00,36.00
"3-4-5-6-6-7-8-8","對子","六連順","雙對子","無",47.00,846.00,18.00
"3-4-5-6-6-8-8-8","三同","四連順","順碰交響曲","無",48.00,1200.00,25.00
"3-4-5-6-7-7-7-7","四同","五連順","順碰交響曲","中庸之道",46.00,5796.00,126.00
"3-4-5-6-7-7-7-8","三同","六連順","平胡","無",47.00,4230.00,90.00
"3-4-5-6-7-7-8-8","對子","三龍會","雙對子","無",48.00,1728.00,36.00
"3-4-5-6-7-8-8-8","三同","六連順","平胡","無",49.00,4410.00,90.00
"3-4-5-6-8-8-8-8","四同","四連順","順碰交響曲","無",50.00,2250.00,45.00
"3-4-5-7-7-7-7-7","五同","三連順","順碰交響曲","中庸之道",47.00,4512.00,96.00
"3-4-5-7-7-7-7-8","四同","三連順","順碰交響曲","無",48.00,1728.00,36.00
"3-4-5-7-7-7-8-8","三同","三連順","順碰交響曲","無",49.00,980.00,20.00
"3-4-5-7-7-8-8-8","三同","三連順","順碰交響曲","無",50.00,1000.00,20.00
"3-4-5-7-8-8-8-8","四同","三連順","順碰交響曲","無",51.00,1836.00,36.00
"3-4-5-8-8-8-8-8","五同","三連順","順碰交響曲","無",52.00,2496.00,48.00
"3-4-6-6-6-6-6-6","六同","無","雙三同","中庸之道",43.00,3612.00,84.00
"3-4-6-6-6-6-6-7","五同","無","小葫蘆","中庸之道",44.00,1848.00,42.00
"3-4-6-6-6-6-6-8","五同","無","小葫蘆","無",45.00,945.00,21.00
"3-4-6-6-6-6-7-7","四同","無","小葫蘆","中庸之道",45.00,1417.50,31.50
"3-4-6-6-6-6-7-8","四同","三連順","順碰交響曲","無",46.00,1656.00,36.00
"3-4-6-6-6-6-8-8","四同","無","小葫蘆","無",47.00,740.25,15.75
"3-4-6-6-6-7-7-7","三同","無","雙三同","中庸之道",46.00,805.00,17.50
"3-4-6-6-6-7-7-8","三同","三連順","小葫蘆","無",47.00,822.50,17.50
"3-4-6-6-6-7-8-8","三同","三連順","小葫蘆","無",48.00,840.00,17.50
"3-4-6-6-6-8-8-8","三同","無","雙三同","無",49.00,428.75,8.75
"3-4-6-6-7-7-7-7","四同","無","小葫蘆","中庸之道",47.00,1480.50,31.50
"3-4-6-6-7-7-7-8","三同","三連順","小葫蘆","無",48.00,840.00,17.50
"3-4-6-6-7-7-8-8","對子","三龍會","三對子","無",49.00,2646.00,54.00
"3-4-6-6-7-8-8-8","三同","三連順","小葫蘆","無",50.00,875.00,17.50
"3-4-6-6-8-8-8-8","四同","無","小葫蘆","無",51.00,803.25,15.75
"3-4-6-7-7-7-7-7","五同","無","小葫蘆","中庸之道",48.00,2016.00,42.00
"3-4-6-7-7-7-7-8","四同","三連順","順碰交響曲","無",49.00,1764.00,36.00
"3-4-6-7-7-7-8-8","三同","三連順","小葫蘆","無",50.00,875.00,17.50
"3-4-6-7-7-8-8-8","三同","三連順","小葫蘆","無",51.00,892.50,17.50
"3-4-6-7-8-8-8-8","四同","三連順","順碰交響曲","無",52.00,1872.00,36.00
"3-4-6-8-8-8-8-8","五同","無","小葫蘆","無",53.00,1113.00,21.00
"3-4-7-7-7-7-7-7","六同","無","雙三同","中庸之道",49.00,4116.00,84.00
"3-4-7-7-7-7-7-8","五同","無","小葫蘆","無",50.00,1050.00,21.00
"3-4-7-7-7-7-8-8","四同","無","小葫蘆","無",51.00,803.25,15.75
"3-4-7-7-7-8-8-8","三同","無","雙三同","無",52.00,455.00,8.75
"3-4-7-7-8-8-8-8","四同","無","小葫蘆","無",53.00,834.75,15.75
"3-4-7-8-8-8-8-8","五同","無","小葫蘆","無",54.00,1134.00,21.00
"3-4-8-8-8-8-8-8","六同","無","雙三同","無",55.00,2310.00,42.00
"3-5-5-5-5-5-5-5","七同","無","中葫蘆","絕對秩序",38.00,60800.00,1600.00
"3-5-5-5-5-5-5-6","六同","無","雙三同","中庸之道",39.00,3276.00,84.00
"3-5-5-5-5-5-5-7","六同","無","雙三同","絕對秩序",40.00,13440.00,336.00
"3-5-5-5-5-5-5-8","六同","無","雙三同","無",41.00,1722.00,42.00
"3-5-5-5-5-5-6-6","五同","無","小葫蘆","中庸之道",40.00,1680.00,42.00
"3-5-5-5-5-5-6-7","五同","三連順","順碰交響曲","中庸之道",41.00,3936.00,96.00
"3-5-5-5-5-5-6-8","五同","無","小葫蘆","無",42.00,882.00,21.00
"3-5-5-5-5-5-7-7","五同","無","小葫蘆","絕對秩序",42.00,7056.00,168.00
"3-5-5-5-5-5-7-8","五同","無","小葫蘆","無",43.00,903.00,21.00
"3-5-5-5-5-5-8-8","五同","無","小葫蘆","無",44.00,924.00,21.00
"3-5-5-5-5-6-6-6","四同","無","中葫蘆","中庸之道",41.00,2952.00,72.00
"3-5-5-5-5-6-6-7","四同","三連順","順碰交響曲","中庸之道",42.00,3024.00,72.00
"3-5-5-5-5-6-6-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"3-5-5-5-5-6-7-7","四同","三連順","順碰交響曲","中庸之道",43.00,3096.00,72.00
"3-5-5-5-5-6-7-8","四同","四連順","順碰交響曲","無",44.00,1980.00,45.00
"3-5-5-5-5-6-8-8","四同","無","小葫蘆","無",45.00,708.75,15.75
"3-5-5-5-5-7-7-7","四同","無","中葫蘆","絕對秩序",44.00,12672.00,288.00
"3-5-5-5-5-7-7-8","四同","無","小葫蘆","無",45.00,708.75,15.75
"3-5-5-5-5-7-8-8","四同","無","小葫蘆","無",46.00,724.50,15.75
"3-5-5-5-5-8-8-8","四同","無","中葫蘆","無",47.00,1692.00,36.00
"3-5-5-5-6-6-6-6","四同","無","中葫蘆","中庸之道",42.00,3024.00,72.00
"3-5-5-5-6-6-6-7","三同","三連順","雙三同","中庸之道",43.00,1505.00,35.00
"3-5-5-5-6-6-6-8","三同","無","雙三同","無",44.00,385.00,8.75
"3-5-5-5-6-6-7-7","三同","雙三連順","小葫蘆","中庸之道",44.00,2310.00,52.50
"3-5-5-5-6-6-7-8","三同","四連順","順碰交響曲","無",45.00,1125.00,25.00
"3-5-5-5-6-6-8-8","三同","無","小葫蘆","無",46.00,402.50,8.75
"3-5-5-5-6-7-7-7","三同","三連順","雙三同","中庸之道",45.00,1575.00,35.00
"3-5-5-5-6-7-7-8","三同","四連順","順碰交響曲","無",46.00,1150.00,25.00
"3-5-5-5-6-7-8-8","三同","四連順","順碰交響曲","無",47.00,1175.00,25.00
"3-5-5-5-6-8-8-8","三同","無","雙三同","無",48.00,420.00,8.75
"3-5-5-5-7-7-7-7","四同","無","中葫蘆","絕對秩序",46.00,13248.00,288.00
"3-5-5-5-7-7-7-8","三同","無","雙三同","無",47.00,411.25,8.75
"3-5-5-5-7-7-8-8","三同","無","小葫蘆","無",48.00,420.00,8.75
"3-5-5-5-7-8-8-8","三同","無","雙三同","無",49.00,428.75,8.75
"3-5-5-5-8-8-8-8","四同","無","中葫蘆","無",50.00,1800.00,36.00
"3-5-5-6-6-6-6-6","五同","無","小葫蘆","中庸之道",43.00,1806.00,42.00
"3-5-5-6-6-6-6-7","四同","三連順","順碰交響曲","中庸之道",44.00,3168.00,72.00
"3-5-5-6-6-6-6-8","四同","無","小葫蘆","無",45.00,708.75,15.75
"3-5-5-6-6-6-7-7","三同","雙三連順","小葫蘆","中庸之道",45.00,2362.50,52.50
"3-5-5-6-6-6-7-8","三同","四連順","小葫蘆","無",46.00,1006.25,21.88
"3-5-5-6-6-6-8-8","三同","無","小葫蘆","無",47.00,411.25,8.75
"3-5-5-6-6-7-7-7","三同","雙三連順","小葫蘆","中庸之道",46.00,2415.00,52.50
"3-5-5-6-6-7-7-8","對子","雙三連順","三對子","無",47.00,634.50,13.50
"3-5-5-6-6-7-8-8","對子","四連順","三對子","無",48.00,540.00,11.25
"3-5-5-6-6-8-8-8","三同","無","小葫蘆","無",49.00,428.75,8.75
"3-5-5-6-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",47.00,3384.00,72.00
"3-5-5-6-7-7-7-8","三同","四連順","小葫蘆","無",48.00,1050.00,21.88
"3-5-5-6-7-7-8-8","對子","四連順","三對子","無",49.00,551.25,11.25
"3-5-5-6-7-8-8-8","三同","四連順","順碰交響曲","無",50.00,1250.00,25.00
"3-5-5-6-8-8-8-8","四同","無","小葫蘆","無",51.00,803.25,15.75
"3-5-5-7-7-7-7-7","五同","無","小葫蘆","絕對秩序",48.00,8064.00,168.00
"3-5-5-7-7-7-7-8","四同","無","小葫蘆","無",49.00,771.75,15.75
"3-5-5-7-7-7-8-8","三同","無","小葫蘆","無",50.00,437.50,8.75
"3-5-5-7-7-8-8-8","三同","無","小葫蘆","無",51.00,446.25,8.75
"3-5-5-7-8-8-8-8","四同","無","小葫蘆","無",52.00,819.00,15.75
"3-5-5-8-8-8-8-8","五同","無","小葫蘆","無",53.00,1113.00,21.00
"3-5-6-6-6-6-6-6","六同","無","雙三同","中庸之道",44.00,3696.00,84.00
"3-5-6-6-6-6-6-7","五同","三連順","順碰交響曲","中庸之道",45.00,4320.00,96.00
"3-5-6-6-6-6-6-8","五同","無","小葫蘆","無",46.00,966.00,21.00
"3-5-6-6-6-6-7-7","四同","三連順","順碰交響曲","中庸之道",46.00,3312.00,72.00
"3-5-6-6-6-6-7-8","四同","四連順","順碰交響曲","無",47.00,2115.00,45.00
"3-5-6-6-6-6-8-8","四同","無","小葫蘆","無",48.00,756.00,15.75
"3-5-6-6-6-7-7-7","三同","三連順","雙三同","中庸之道",47.00,1645.00,35.00
"3-5-6-6-6-7-7-8","三同","雙三連順","小葫蘆","無",48.00,1260.00,26.25
"3-5-6-6-6-7-8-8","三同","四連順","小葫蘆","無",49.00,1071.88,21.88
"3-5-6-6-6-8-8-8","三同","無","雙三同","無",50.00,437.50,8.75
"3-5-6-6-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",48.00,3456.00,72.00
"3-5-6-6-7-7-7-8","三同","雙三連順","小葫蘆","無",49.00,1286.25,26.25
"3-5-6-6-7-7-8-8","對子","雙三連順","三對子","無",50.00,675.00,13.50
"3-5-6-6-7-8-8-8","三同","四連順","順碰交響曲","無",51.00,1275.00,25.00
"3-5-6-6-8-8-8-8","四同","無","小葫蘆","無",52.00,819.00,15.75
"3-5-6-7-7-7-7-7","五同","三連順","順碰交響曲","中庸之道",49.00,4704.00,96.00
"3-5-6-7-7-7-7-8","四同","四連順","順碰交響曲","無",50.00,2250.00,45.00
"3-5-6-7-7-7-8-8","三同","四連順","小葫蘆","無",51.00,1115.63,21.88
"3-5-6-7-7-8-8-8","三同","四連順","順碰交響曲","無",52.00,1300.00,25.00
"3-5-6-7-8-8-8-8","四同","四連順","順碰交響曲","無",53.00,2385.00,45.00
"3-5-6-8-8-8-8-8","五同","無","小葫蘆","無",54.00,1134.00,21.00
"3-5-7-7-7-7-7-7","六同","無","雙三同","絕對秩序",50.00,16800.00,336.00
"3-5-7-7-7-7-7-8","五同","無","小葫蘆","無",51.00,1071.00,21.00
"3-5-7-7-7-7-8-8","四同","無","小葫蘆","無",52.00,819.00,15.75
"3-5-7-7-7-8-8-8","三同","無","雙三同","無",53.00,463.75,8.75
"3-5-7-7-8-8-8-8","四同","無","小葫蘆","無",54.00,850.50,15.75
"3-5-7-8-8-8-8-8","五同","無","小葫蘆","無",55.00,1155.00,21.00
"3-5-8-8-8-8-8-8","六同","無","雙三同","無",56.00,2352.00,42.00
"3-6-6-6-6-6-6-6","七同","無","中葫蘆","中庸之道",45.00,18000.00,400.00
"3-6-6-6-6-6-6-7","六同","無","雙三同","中庸之道",46.00,3864.00,84.00
"3-6-6-6-6-6-6-8","六同","無","雙三同","無",47.00,1974.00,42.00
"3-6-6-6-6-6-7-7","五同","無","小葫蘆","中庸之道",47.00,1974.00,42.00
"3-6-6-6-6-6-7-8","五同","三連順","順碰交響曲","無",48.00,2304.00,48.00
"3-6-6-6-6-6-8-8","五同","無","小葫蘆","無",49.00,1029.00,21.00
"3-6-6-6-6-7-7-7","四同","無","中葫蘆","中庸之道",48.00,3456.00,72.00
"3-6-6-6-6-7-7-8","四同","三連順","順碰交響曲","無",49.00,1764.00,36.00
"3-6-6-6-6-7-8-8","四同","三連順","順碰交響曲","無",50.00,1800.00,36.00
"3-6-6-6-6-8-8-8","四同","無","中葫蘆","無",51.00,1836.00,36.00
"3-6-6-6-7-7-7-7","四同","無","中葫蘆","中庸之道",49.00,3528.00,72.00
"3-6-6-6-7-7-7-8","三同","三連順","雙三同","無",50.00,875.00,17.50
"3-6-6-6-7-7-8-8","三同","雙三連順","小葫蘆","無",51.00,1338.75,26.25
"3-6-6-6-7-8-8-8","三同","三連順","雙三同","無",52.00,910.00,17.50
"3-6-6-6-8-8-8-8","四同","無","中葫蘆","無",53.00,1908.00,36.00
"3-6-6-7-7-7-7-7","五同","無","小葫蘆","中庸之道",50.00,2100.00,42.00
"3-6-6-7-7-7-7-8","四同","三連順","順碰交響曲","無",51.00,1836.00,36.00
"3-6-6-7-7-7-8-8","三同","雙三連順","小葫蘆","無",52.00,1365.00,26.25
"3-6-6-7-7-8-8-8","三同","雙三連順","小葫蘆","無",53.00,1391.25,26.25
"3-6-6-7-8-8-8-8","四同","三連順","順碰交響曲","無",54.00,1944.00,36.00
"3-6-6-8-8-8-8-8","五同","無","小葫蘆","無",55.00,1155.00,21.00
"3-6-7-7-7-7-7-7","六同","無","雙三同","中庸之道",51.00,4284.00,84.00
"3-6-7-7-7-7-7-8","五同","三連順","順碰交響曲","無",52.00,2496.00,48.00
"3-6-7-7-7-7-8-8","四同","三連順","順碰交響曲","無",53.00,1908.00,36.00
"3-6-7-7-7-8-8-8","三同","三連順","雙三同","無",54.00,945.00,17.50
"3-6-7-7-8-8-8-8","四同","三連順","順碰交響曲","無",55.00,1980.00,36.00
"3-6-7-8-8-8-8-8","五同","三連順","順碰交響曲","無",56.00,2688.00,48.00
"3-6-8-8-8-8-8-8","六同","無","雙三同","無",57.00,2394.00,42.00
"3-7-7-7-7-7-7-7","七同","無","中葫蘆","絕對秩序",52.00,83200.00,1600.00
"3-7-7-7-7-7-7-8","六同","無","雙三同","無",53.00,2226.00,42.00
"3-7-7-7-7-7-8-8","五同","無","小葫蘆","無",54.00,1134.00,21.00
"3-7-7-7-7-8-8-8","四同","無","中葫蘆","無",55.00,1980.00,36.00
"3-7-7-7-8-8-8-8","四同","無","中葫蘆","無",56.00,2016.00,36.00
"3-7-7-8-8-8-8-8","五同","無","小葫蘆","無",57.00,1197.00,21.00
"3-7-8-8-8-8-8-8","六同","無","雙三同","無",58.00,2436.00,42.00
"3-8-8-8-8-8-8-8","七同","無","中葫蘆","無",59.00,11800.00,200.00
"4-4-4-4-4-4-4-4","八重奏","無","雙子星","絕對秩序",32.00,256000.00,8000.00
"4-4-4-4-4-4-4-5","七同","無","中葫蘆","中庸之道",33.00,13200.00,400.00
"4-4-4-4-4-4-4-6","七同","無","中葫蘆","絕對秩序",34.00,54400.00,1600.00
"4-4-4-4-4-4-4-7","七同","無","中葫蘆","中庸之道",35.00,14000.00,400.00
"4-4-4-4-4-4-4-8","七同","無","中葫蘆","絕對秩序",36.00,57600.00,1600.00
"4-4-4-4-4-4-5-5","六同","無","豪華四對子","中庸之道",34.00,12240.00,360.00
"4-4-4-4-4-4-5-6","六同","三連順","順碰交響曲","中庸之道",35.00,6720.00,192.00
"4-4-4-4-4-4-5-7","六同","無","雙三同","中庸之道",36.00,3024.00,84.00
"4-4-4-4-4-4-5-8","六同","無","雙三同","無",37.00,1554.00,42.00
"4-4-4-4-4-4-6-6","六同","無","豪華四對子","絕對秩序",36.00,51840.00,1440.00
"4-4-4-4-4-4-6-7","六同","無","雙三同","中庸之道",37.00,3108.00,84.00
"4-4-4-4-4-4-6-8","六同","無","雙三同","絕對秩序",38.00,12768.00,336.00
"4-4-4-4-4-4-7-7","六同","無","豪華四對子","中庸之道",38.00,13680.00,360.00
"4-4-4-4-4-4-7-8","六同","無","雙三同","無",39.00,1638.00,42.00
"4-4-4-4-4-4-8-8","六同","無","豪華四對子","絕對秩序",40.00,57600.00,1440.00
"4-4-4-4-4-5-5-5","五同","無","葫蘆","中庸之道",35.00,6300.00,180.00
"4-4-4-4-4-5-5-6","五同","三連順","順碰交響曲","中庸之道",36.00,3456.00,96.00
"4-4-4-4-4-5-5-7","五同","無","小葫蘆","中庸之道",37.00,1554.00,42.00
"4-4-4-4-4-5-5-8","五同","無","小葫蘆","無",38.00,798.00,21.00
"4-4-4-4-4-5-6-6","五同","三連順","順碰交響曲","中庸之道",37.00,3552.00,96.00
"4-4-4-4-4-5-6-7","五同","四連順","順碰交響曲","中庸之道",38.00,4560.00,120.00
"4-4-4-4-4-5-6-8","五同","三連順","順碰交響曲","無",39.00,1872.00,48.00
"4-4-4-4-4-5-7-7","五同","無","小葫蘆","中庸之道",39.00,1638.00,42.00
"4-4-4-4-4-5-7-8","五同","無","小葫蘆","無",40.00,840.00,21.00
"4-4-4-4-4-5-8-8","五同","無","小葫蘆","無",41.00,861.00,21.00
"4-4-4-4-4-6-6-6","五同","無","葫蘆","絕對秩序",38.00,27360.00,720.00
"4-4-4-4-4-6-6-7","五同","無","小葫蘆","中庸之道",39.00,1638.00,42.00
"4-4-4-4-4-6-6-8","五同","無","小葫蘆","絕對秩序",40.00,6720.00,168.00
"4-4-4-4-4-6-7-7","五同","無","小葫蘆","中庸之道",40.00,1680.00,42.00
"4-4-4-4-4-6-7-8","五同","三連順","順碰交響曲","無",41.00,1968.00,48.00
"4-4-4-4-4-6-8-8","五同","無","小葫蘆","絕對秩序",42.00,7056.00,168.00
"4-4-4-4-4-7-7-7","五同","無","葫蘆","中庸之道",41.00,7380.00,180.00
"4-4-4-4-4-7-7-8","五同","無","小葫蘆","無",42.00,882.00,21.00
"4-4-4-4-4-7-8-8","五同","無","小葫蘆","無",43.00,903.00,21.00
"4-4-4-4-4-8-8-8","五同","無","葫蘆","絕對秩序",44.00,31680.00,720.00
"4-4-4-4-5-5-5-5","四同","無","雙子星","中庸之道",36.00,6480.00,180.00
"4-4-4-4-5-5-5-6","四同","三連順","中葫蘆","中庸之道",37.00,5328.00,144.00
"4-4-4-4-5-5-5-7","四同","無","中葫蘆","中庸之道",38.00,2736.00,72.00
"4-4-4-4-5-5-5-8","四同","無","中葫蘆","無",39.00,1404.00,36.00
"4-4-4-4-5-5-6-6","四同","雙三連順","豪華四對子","中庸之道",38.00,15390.00,405.00
"4-4-4-4-5-5-6-7","四同","四連順","順碰交響曲","中庸之道",39.00,3510.00,90.00
"4-4-4-4-5-5-6-8","四同","三連順","順碰交響曲","無",40.00,1440.00,36.00
"4-4-4-4-5-5-7-7","四同","無","豪華四對子","中庸之道",40.00,5400.00,135.00
"4-4-4-4-5-5-7-8","四同","無","小葫蘆","無",41.00,645.75,15.75
"4-4-4-4-5-5-8-8","四同","無","豪華四對子","無",42.00,2835.00,67.50
"4-4-4-4-5-6-6-6","四同","三連順","中葫蘆","中庸之道",39.00,5616.00,144.00
"4-4-4-4-5-6-6-7","四同","四連順","順碰交響曲","中庸之道",40.00,3600.00,90.00
"4-4-4-4-5-6-6-8","四同","三連順","順碰交響曲","無",41.00,1476.00,36.00
"4-4-4-4-5-6-7-7","四同","四連順","順碰交響曲","中庸之道",41.00,3690.00,90.00
"4-4-4-4-5-6-7-8","四同","五連順","順碰交響曲","無",42.00,2646.00,63.00
"4-4-4-4-5-6-8-8","四同","三連順","順碰交響曲","無",43.00,1548.00,36.00
"4-4-4-4-5-7-7-7","四同","無","中葫蘆","中庸之道",42.00,3024.00,72.00
"4-4-4-4-5-7-7-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"4-4-4-4-5-7-8-8","四同","無","小葫蘆","無",44.00,693.00,15.75
"4-4-4-4-5-8-8-8","四同","無","中葫蘆","無",45.00,1620.00,36.00
"4-4-4-4-6-6-6-6","四同","無","雙子星","絕對秩序",40.00,28800.00,720.00
"4-4-4-4-6-6-6-7","四同","無","中葫蘆","中庸之道",41.00,2952.00,72.00
"4-4-4-4-6-6-6-8","四同","無","中葫蘆","絕對秩序",42.00,12096.00,288.00
"4-4-4-4-6-6-7-7","四同","無","豪華四對子","中庸之道",42.00,5670.00,135.00
"4-4-4-4-6-6-7-8","四同","三連順","順碰交響曲","無",43.00,1548.00,36.00
"4-4-4-4-6-6-8-8","四同","無","豪華四對子","絕對秩序",44.00,23760.00,540.00
"4-4-4-4-6-7-7-7","四同","無","中葫蘆","中庸之道",43.00,3096.00,72.00
"4-4-4-4-6-7-7-8","四同","三連順","順碰交響曲","無",44.00,1584.00,36.00
"4-4-4-4-6-7-8-8","四同","三連順","順碰交響曲","無",45.00,1620.00,36.00
"4-4-4-4-6-8-8-8","四同","無","中葫蘆","絕對秩序",46.00,13248.00,288.00
"4-4-4-4-7-7-7-7","四同","無","雙子星","中庸之道",44.00,7920.00,180.00
"4-4-4-4-7-7-7-8","四同","無","中葫蘆","無",45.00,1620.00,36.00
"4-4-4-4-7-7-8-8","四同","無","豪華四對子","無",46.00,3105.00,67.50
"4-4-4-4-7-8-8-8","四同","無","中葫蘆","無",47.00,1692.00,36.00
"4-4-4-4-8-8-8-8","四同","無","雙子星","絕對秩序",48.00,34560.00,720.00
"4-4-4-5-5-5-5-5","五同","無","葫蘆","中庸之道",37.00,6660.00,180.00
"4-4-4-5-5-5-5-6","四同","三連順","中葫蘆","中庸之道",38.00,5472.00,144.00
"4-4-4-5-5-5-5-7","四同","無","中葫蘆","中庸之道",39.00,2808.00,72.00
"4-4-4-5-5-5-5-8","四同","無","中葫蘆","無",40.00,1440.00,36.00
"4-4-4-5-5-5-6-6","三同","三龍會","碰碰胡","中庸之道",39.00,11700.00,300.00
